NO.,Time,Interval,Indoor Temperature(°C),Indoor Humidity(%),Outdoor Temperature(°C),Outdoor Humidity(%),Relative Pressure(mmHg),Absolute Pressure(mmHg),Wind Speed(km/h),Gust(km/h),Wind Direction,DewPoint(°C),WindChill(°C),Hour Rainfall(mm),24 Hour Rainfall(mm),Week Rainfall(mm),Month Rainfall(mm),Total Rainfall(mm)
761,02/03/2022 12:49:59,5,27.3,70,27.4,75,758.1,726.5,6.1,7.2,ESE,22.6,27.4,0.00,0.00,0.00,0.00,0.00
762,02/03/2022 12:50:49,5,27.3,70,27.6,74,758.2,726.5,7.2,9.7,ENE,22.6,27.3,0.00,0.00,72.90,3.30,157.20
763,02/03/2022 12:51:26,5,27.3,70,27.6,74,758.2,726.5,7.2,9.7,ENE,22.6,27.3,0.00,0.00,0.00,0.00,0.00
764,02/03/2022 12:52:09,5,27.3,70,27.6,74,758.2,726.5,7.2,9.7,ENE,22.6,27.3,0.00,0.00,0.00,0.00,0.00
765,02/03/2022 12:53:34,5,27.3,70,27.6,74,758.2,726.5,7.2,9.7,ENE,22.6,27.3,0.00,0.00,0.00,0.00,0.00
766,02/03/2022 12:54:59,5,27.3,70,27.6,74,758.2,726.5,7.2,9.7,ENE,22.6,27.3,0.00,0.00,0.00,0.00,0.00
767,02/03/2022 12:55:49,5,27.4,70,28.4,73,758.0,726.3,2.5,3.6,E,23.1,28.4,0.00,0.00,72.90,3.30,157.20
768,02/03/2022 12:56:26,5,27.4,70,28.4,73,758.0,726.3,2.5,3.6,E,23.1,28.4,0.00,0.00,0.00,0.00,0.00
769,02/03/2022 12:57:09,5,27.4,70,28.4,73,758.0,726.3,2.5,3.6,E,23.1,28.4,0.00,0.00,0.00,0.00,0.00
770,02/03/2022 12:58:34,5,27.4,70,28.4,73,758.0,726.3,2.5,3.6,E,23.1,28.4,0.00,0.00,0.00,0.00,0.00
771,02/03/2022 12:59:59,5,27.4,70,28.4,73,758.0,726.3,2.5,3.6,E,23.1,28.4,0.00,0.00,0.00,0.00,0.00
772,02/03/2022 13:00:49,5,27.4,70,28.7,73,757.9,726.2,7.2,11.2,E,23.4,28.5,0.00,0.00,72.90,3.30,157.20
773,02/03/2022 13:01:26,5,27.4,70,28.7,73,757.9,726.2,7.2,11.2,E,23.4,28.5,0.00,0.00,0.00,0.00,0.00
774,02/03/2022 13:02:09,5,27.4,70,28.7,73,757.9,726.2,7.2,11.2,E,23.4,28.5,0.00,0.00,0.00,0.00,0.00
775,02/03/2022 13:03:34,5,27.4,70,28.7,73,757.9,726.2,7.2,11.2,E,23.4,28.5,0.00,0.00,0.00,0.00,0.00
776,02/03/2022 13:04:59,5,27.4,70,28.7,73,757.9,726.2,7.2,11.2,E,23.4,28.5,0.00,0.00,0.00,0.00,0.00
777,02/03/2022 13:05:49,5,27.4,70,28.0,75,757.7,726.1,3.6,7.2,ENE,23.2,28.0,0.00,0.00,72.90,3.30,157.20
778,02/03/2022 13:06:26,5,27.4,70,28.0,75,757.7,726.1,3.6,7.2,ENE,23.2,28.0,0.00,0.00,0.00,0.00,0.00
779,02/03/2022 13:07:09,5,27.4,70,28.0,75,757.7,726.1,3.6,7.2,ENE,23.2,28.0,0.00,0.00,0.00,0.00,0.00
780,02/03/2022 13:08:34,5,27.4,70,28.0,75,757.7,726.1,3.6,7.2,ENE,23.2,28.0,0.00,0.00,0.00,0.00,0.00
781,02/03/2022 13:09:59,5,27.4,70,28.0,75,757.7,726.1,3.6,7.2,ENE,23.2,28.0,0.00,0.00,0.00,0.00,0.00
782,02/03/2022 13:10:49,5,27.4,70,28.3,72,757.7,726.1,6.1,11.2,NE,22.8,28.3,0.00,0.00,72.90,3.30,157.20
783,02/03/2022 13:11:26,5,27.4,70,28.3,72,757.7,726.1,6.1,11.2,NE,22.8,28.3,0.00,0.00,0.00,0.00,0.00
784,02/03/2022 13:12:09,5,27.4,70,28.3,72,757.7,726.1,6.1,11.2,NE,22.8,28.3,0.00,0.00,0.00,0.00,0.00
785,02/03/2022 13:13:34,5,27.4,70,28.3,72,757.7,726.1,6.1,11.2,NE,22.8,28.3,0.00,0.00,0.00,0.00,0.00
786,02/03/2022 13:14:59,5,27.4,70,28.3,72,757.7,726.1,6.1,11.2,NE,22.8,28.3,0.00,0.00,0.00,0.00,0.00
787,02/03/2022 13:15:49,5,27.4,70,28.2,72,757.7,726.1,3.6,7.2,ENE,22.7,28.2,0.00,0.00,72.90,3.30,157.20
788,02/03/2022 13:16:26,5,27.4,70,28.2,72,757.7,726.1,3.6,7.2,ENE,22.7,28.2,0.00,0.00,0.00,0.00,0.00
789,02/03/2022 13:17:09,5,27.4,70,28.2,72,757.7,726.1,3.6,7.2,ENE,22.7,28.2,0.00,0.00,0.00,0.00,0.00
790,02/03/2022 13:18:34,5,27.4,70,28.2,72,757.7,726.1,3.6,7.2,ENE,22.7,28.2,0.00,0.00,0.00,0.00,0.00
791,02/03/2022 13:19:59,5,27.4,70,28.2,72,757.7,726.1,3.6,7.2,ENE,22.7,28.2,0.00,0.00,0.00,0.00,0.00
792,02/03/2022 13:20:49,5,27.4,70,28.7,71,757.8,726.2,2.5,3.6,NE,23.0,28.7,0.00,0.00,72.90,3.30,157.20
793,02/03/2022 13:21:26,5,27.4,70,28.7,71,757.8,726.2,2.5,3.6,NE,23.0,28.7,0.00,0.00,0.00,0.00,0.00
794,02/03/2022 13:22:09,5,27.4,70,28.7,71,757.8,726.2,2.5,3.6,NE,23.0,28.7,0.00,0.00,0.00,0.00,0.00
795,02/03/2022 13:23:34,5,27.4,70,28.7,71,757.8,726.2,2.5,3.6,NE,23.0,28.7,0.00,0.00,0.00,0.00,0.00
796,02/03/2022 13:24:59,5,27.4,70,28.7,71,757.8,726.2,2.5,3.6,NE,23.0,28.7,0.00,0.00,0.00,0.00,0.00
797,02/03/2022 13:25:49,5,27.4,70,28.5,69,757.7,726.1,3.6,9.7,NE,22.3,28.5,0.00,0.00,72.90,3.30,157.20
798,02/03/2022 13:26:26,5,27.4,70,28.5,69,757.7,726.1,3.6,9.7,NE,22.3,28.5,0.00,0.00,0.00,0.00,0.00
799,02/03/2022 13:27:09,5,27.4,70,28.5,69,757.7,726.1,3.6,9.7,NE,22.3,28.5,0.00,0.00,0.00,0.00,0.00
800,02/03/2022 13:28:34,5,27.4,70,28.5,69,757.7,726.1,3.6,9.7,NE,22.3,28.5,0.00,0.00,0.00,0.00,0.00
801,02/03/2022 13:29:59,5,27.4,70,28.5,69,757.7,726.1,3.6,9.7,NE,22.3,28.5,0.00,0.00,0.00,0.00,0.00
802,02/03/2022 13:30:49,5,27.4,70,29.0,70,757.7,726.0,3.6,9.7,NE,23.0,29.0,0.00,0.00,72.90,3.30,157.20
803,02/03/2022 13:31:26,5,27.4,70,29.0,70,757.7,726.0,3.6,9.7,NE,23.0,29.0,0.00,0.00,0.00,0.00,0.00
804,02/03/2022 13:32:09,5,27.4,70,29.0,70,757.7,726.0,3.6,9.7,NE,23.0,29.0,0.00,0.00,0.00,0.00,0.00
805,02/03/2022 13:33:34,5,27.4,70,29.0,70,757.7,726.0,3.6,9.7,NE,23.0,29.0,0.00,0.00,0.00,0.00,0.00
806,02/03/2022 13:34:59,5,27.4,70,29.0,70,757.7,726.0,3.6,9.7,NE,23.0,29.0,0.00,0.00,0.00,0.00,0.00
807,02/03/2022 13:35:49,5,27.4,70,28.8,71,757.6,725.9,6.1,7.2,ENE,23.0,28.8,0.00,0.00,72.90,3.30,157.20
808,02/03/2022 13:36:26,5,27.4,70,28.8,71,757.6,725.9,6.1,7.2,ENE,23.0,28.8,0.00,0.00,0.00,0.00,0.00
809,02/03/2022 13:37:09,5,27.4,70,28.8,71,757.6,725.9,6.1,7.2,ENE,23.0,28.8,0.00,0.00,0.00,0.00,0.00
810,02/03/2022 13:38:34,5,27.4,70,28.8,71,757.6,725.9,6.1,7.2,ENE,23.0,28.8,0.00,0.00,0.00,0.00,0.00
811,02/03/2022 13:39:59,5,27.4,70,28.8,71,757.6,725.9,6.1,7.2,ENE,23.0,28.8,0.00,0.00,0.00,0.00,0.00
812,02/03/2022 13:40:49,5,27.4,70,28.8,69,757.3,725.6,3.6,6.1,ENE,22.6,28.8,0.00,0.00,72.90,3.30,157.20
813,02/03/2022 13:41:26,5,27.4,70,28.8,69,757.3,725.6,3.6,6.1,ENE,22.6,28.8,0.00,0.00,0.00,0.00,0.00
814,02/03/2022 13:42:09,5,27.4,70,28.8,69,757.3,725.6,3.6,6.1,ENE,22.6,28.8,0.00,0.00,0.00,0.00,0.00
815,02/03/2022 13:43:34,5,27.4,70,28.8,69,757.3,725.6,3.6,6.1,ENE,22.6,28.8,0.00,0.00,0.00,0.00,0.00
816,02/03/2022 13:44:59,5,27.4,70,28.8,69,757.3,725.6,3.6,6.1,ENE,22.6,28.8,0.00,0.00,0.00,0.00,0.00
817,02/03/2022 13:45:49,5,27.4,70,28.8,68,757.5,725.9,5.0,7.2,E,22.3,28.8,0.00,0.00,72.90,3.30,157.20
818,02/03/2022 13:46:26,5,27.4,70,28.8,68,757.5,725.9,5.0,7.2,E,22.3,28.8,0.00,0.00,0.00,0.00,0.00
819,02/03/2022 13:47:09,5,27.4,70,28.8,68,757.5,725.9,5.0,7.2,E,22.3,28.8,0.00,0.00,0.00,0.00,0.00
820,02/03/2022 13:48:34,5,27.4,70,28.8,68,757.5,725.9,5.0,7.2,E,22.3,28.8,0.00,0.00,0.00,0.00,0.00
821,02/03/2022 13:49:59,5,27.4,70,28.8,68,757.5,725.9,5.0,7.2,E,22.3,28.8,0.00,0.00,0.00,0.00,0.00
822,02/03/2022 13:50:49,5,27.4,70,29.1,67,757.5,725.9,2.5,3.6,NE,22.4,29.1,0.00,0.00,72.90,3.30,157.20
823,02/03/2022 13:51:26,5,27.4,70,29.1,67,757.5,725.9,2.5,3.6,NE,22.4,29.1,0.00,0.00,0.00,0.00,0.00
824,02/03/2022 13:52:09,5,27.4,70,29.1,67,757.5,725.9,2.5,3.6,NE,22.4,29.1,0.00,0.00,0.00,0.00,0.00
825,02/03/2022 13:53:34,5,27.4,70,29.1,67,757.5,725.9,2.5,3.6,NE,22.4,29.1,0.00,0.00,0.00,0.00,0.00
826,02/03/2022 13:54:59,5,27.4,70,29.1,67,757.5,725.9,2.5,3.6,NE,22.4,29.1,0.00,0.00,0.00,0.00,0.00
827,02/03/2022 13:55:49,5,28.3,70,29.1,67,757.5,725.9,3.6,6.1,NE,22.4,29.1,0.00,0.00,72.90,3.30,157.20
828,02/03/2022 13:56:26,5,28.3,70,29.1,67,757.5,725.9,3.6,6.1,NE,22.4,29.1,0.00,0.00,0.00,0.00,0.00
829,02/03/2022 13:57:09,5,28.3,70,29.1,67,757.5,725.9,3.6,6.1,NE,22.4,29.1,0.00,0.00,0.00,0.00,0.00
830,02/03/2022 13:58:34,5,28.3,70,29.1,67,757.5,725.9,3.6,6.1,NE,22.4,29.1,0.00,0.00,0.00,0.00,0.00
831,02/03/2022 13:59:59,5,28.3,70,29.1,67,757.5,725.9,3.6,6.1,NE,22.4,29.1,0.00,0.00,0.00,0.00,0.00
832,02/03/2022 14:00:49,5,28.3,69,29.7,68,757.3,725.6,2.5,3.6,NE,23.2,29.7,0.00,0.00,72.90,3.30,157.20
833,02/03/2022 14:01:26,5,28.3,69,29.7,68,757.3,725.6,2.5,3.6,NE,23.2,29.7,0.00,0.00,0.00,0.00,0.00
834,02/03/2022 14:02:09,5,28.3,69,29.7,68,757.3,725.6,2.5,3.6,NE,23.2,29.7,0.00,0.00,72.90,3.30,157.20
835,02/03/2022 14:03:34,5,28.3,69,29.7,68,757.3,725.6,2.5,3.6,NE,23.2,29.7,0.00,0.00,0.00,0.00,0.00
836,02/03/2022 14:04:59,5,28.3,69,29.7,68,757.3,725.6,2.5,3.6,NE,23.2,29.7,0.00,0.00,0.00,0.00,0.00
837,02/03/2022 14:05:49,5,28.3,69,29.2,67,757.2,725.6,5.0,7.2,ENE,22.5,29.2,0.00,0.00,72.90,3.30,157.20
838,02/03/2022 14:06:26,5,28.3,69,29.2,67,757.2,725.6,5.0,7.2,ENE,22.5,29.2,0.00,0.00,0.00,0.00,0.00
839,02/03/2022 14:07:09,5,28.3,69,29.2,67,757.2,725.6,5.0,7.2,ENE,22.5,29.2,0.00,0.00,72.90,3.30,157.20
840,02/03/2022 14:08:34,5,28.3,69,29.2,67,757.2,725.6,5.0,7.2,ENE,22.5,29.2,0.00,0.00,0.00,0.00,0.00
841,02/03/2022 14:09:59,5,28.3,69,29.2,67,757.2,725.6,5.0,7.2,ENE,22.5,29.2,0.00,0.00,0.00,0.00,0.00
842,02/03/2022 14:10:49,5,28.3,69,29.7,66,757.1,725.4,1.1,2.5,NE,22.7,29.7,0.00,0.00,72.90,3.30,157.20
843,02/03/2022 14:11:26,5,28.3,69,29.7,66,757.1,725.4,1.1,2.5,NE,22.7,29.7,0.00,0.00,0.00,0.00,0.00
844,02/03/2022 14:12:09,5,28.3,69,29.7,66,757.1,725.4,1.1,2.5,NE,22.7,29.7,0.00,0.00,72.90,3.30,157.20
845,02/03/2022 14:13:34,5,28.3,69,29.7,66,757.1,725.4,1.1,2.5,NE,22.7,29.7,0.00,0.00,0.00,0.00,0.00
846,02/03/2022 14:14:59,5,28.3,69,29.7,66,757.1,725.4,1.1,2.5,NE,22.7,29.7,0.00,0.00,0.00,0.00,0.00
847,02/03/2022 14:15:49,5,28.3,69,29.0,68,757.2,725.6,5.0,9.7,ESE,22.5,29.0,0.00,0.00,72.90,3.30,157.20
848,02/03/2022 14:16:26,5,28.3,69,29.0,68,757.2,725.6,5.0,9.7,ESE,22.5,29.0,0.00,0.00,0.00,0.00,0.00
849,02/03/2022 14:17:09,5,28.3,69,29.0,68,757.2,725.6,5.0,9.7,ESE,22.5,29.0,0.00,0.00,72.90,3.30,157.20
850,02/03/2022 14:18:34,5,28.3,69,29.0,68,757.2,725.6,5.0,9.7,ESE,22.5,29.0,0.00,0.00,0.00,0.00,0.00
851,02/03/2022 14:19:59,5,28.3,69,29.0,68,757.2,725.6,5.0,9.7,ESE,22.5,29.0,0.00,0.00,0.00,0.00,0.00
852,02/03/2022 14:20:49,5,28.3,69,29.2,69,757.1,725.5,3.6,6.1,ESE,23.0,29.2,0.00,0.00,72.90,3.30,157.20
853,02/03/2022 14:21:26,5,28.3,69,29.2,69,757.1,725.5,3.6,6.1,ESE,23.0,29.2,0.00,0.00,0.00,0.00,0.00
854,02/03/2022 14:22:09,5,28.3,69,29.2,69,757.1,725.5,3.6,6.1,ESE,23.0,29.2,0.00,0.00,72.90,3.30,157.20
855,02/03/2022 14:23:34,5,28.3,69,29.2,69,757.1,725.5,3.6,6.1,ESE,23.0,29.2,0.00,0.00,0.00,0.00,0.00
856,02/03/2022 14:24:59,5,28.3,69,29.2,69,757.1,725.5,3.6,6.1,ESE,23.0,29.2,0.00,0.00,0.00,0.00,0.00
857,02/03/2022 14:25:49,5,28.3,69,29.5,66,756.8,725.2,2.5,3.6,ESE,22.5,29.5,0.00,0.00,72.90,3.30,157.20
858,02/03/2022 14:26:26,5,28.3,69,29.5,66,756.8,725.2,2.5,3.6,ESE,22.5,29.5,0.00,0.00,0.00,0.00,0.00
859,02/03/2022 14:27:09,5,28.3,69,29.5,66,756.8,725.2,2.5,3.6,ESE,22.5,29.5,0.00,0.00,72.90,3.30,157.20
860,02/03/2022 14:28:34,5,28.3,69,29.5,66,756.8,725.2,2.5,3.6,ESE,22.5,29.5,0.00,0.00,0.00,0.00,0.00
861,02/03/2022 14:29:59,5,28.3,69,29.5,66,756.8,725.2,2.5,3.6,ESE,22.5,29.5,0.00,0.00,0.00,0.00,0.00
862,02/03/2022 14:30:49,5,28.3,69,29.2,67,756.8,725.2,3.6,7.2,ESE,22.5,29.2,0.00,0.00,72.90,3.30,157.20
863,02/03/2022 14:31:26,5,28.3,69,29.2,67,756.8,725.2,3.6,7.2,ESE,22.5,29.2,0.00,0.00,0.00,0.00,0.00
864,02/03/2022 14:32:09,5,28.3,69,29.2,67,756.8,725.2,3.6,7.2,ESE,22.5,29.2,0.00,0.00,72.90,3.30,157.20
865,02/03/2022 14:33:34,5,28.3,69,29.2,67,756.8,725.2,3.6,7.2,ESE,22.5,29.2,0.00,0.00,0.00,0.00,0.00
866,02/03/2022 14:34:59,5,28.3,69,29.2,67,756.8,725.2,3.6,7.2,ESE,22.5,29.2,0.00,0.00,0.00,0.00,0.00
867,02/03/2022 14:35:49,5,28.3,69,29.4,66,756.8,725.1,3.6,6.1,ESE,22.4,29.4,0.00,0.00,72.90,3.30,157.20
868,02/03/2022 14:36:26,5,28.3,69,29.4,66,756.8,725.1,3.6,6.1,ESE,22.4,29.4,0.00,0.00,0.00,0.00,0.00
869,02/03/2022 14:37:09,5,28.3,69,29.4,66,756.8,725.1,3.6,6.1,ESE,22.4,29.4,0.00,0.00,72.90,3.30,157.20
870,02/03/2022 14:38:34,5,28.3,69,29.4,66,756.8,725.1,3.6,6.1,ESE,22.4,29.4,0.00,0.00,0.00,0.00,0.00
871,02/03/2022 14:39:59,5,28.3,69,29.4,66,756.8,725.1,3.6,6.1,ESE,22.4,29.4,0.00,0.00,0.00,0.00,0.00
872,02/03/2022 14:40:49,5,28.3,69,29.3,69,756.8,725.1,3.6,6.1,ESE,23.1,29.3,0.00,0.00,72.90,3.30,157.20
873,02/03/2022 14:41:26,5,28.3,69,29.3,69,756.8,725.1,3.6,6.1,ESE,23.1,29.3,0.00,0.00,0.00,0.00,0.00
874,02/03/2022 14:42:09,5,28.3,69,29.3,69,756.8,725.1,3.6,6.1,ESE,23.1,29.3,0.00,0.00,72.90,3.30,157.20
875,02/03/2022 14:43:34,5,28.3,69,29.3,69,756.8,725.1,3.6,6.1,ESE,23.1,29.3,0.00,0.00,0.00,0.00,0.00
876,02/03/2022 14:44:59,5,28.3,69,29.3,69,756.8,725.1,3.6,6.1,ESE,23.1,29.3,0.00,0.00,0.00,0.00,0.00
877,02/03/2022 14:45:49,5,28.3,69,29.1,72,756.6,725.0,2.5,3.6,SSW,23.6,29.1,0.00,0.00,72.90,3.30,157.20
878,02/03/2022 14:46:26,5,28.3,69,29.1,72,756.6,725.0,2.5,3.6,SSW,23.6,29.1,0.00,0.00,0.00,0.00,0.00
879,02/03/2022 14:47:09,5,28.3,69,29.1,72,756.6,725.0,2.5,3.6,SSW,23.6,29.1,0.00,0.00,72.90,3.30,157.20
880,02/03/2022 14:48:34,5,28.3,69,29.1,72,756.6,725.0,2.5,3.6,SSW,23.6,29.1,0.00,0.00,0.00,0.00,0.00
881,02/03/2022 14:49:59,5,28.3,69,29.1,72,756.6,725.0,2.5,3.6,SSW,23.6,29.1,0.00,0.00,0.00,0.00,0.00
882,02/03/2022 14:50:49,5,28.3,69,29.0,67,756.7,725.0,3.6,6.1,SSW,22.3,29.0,0.00,0.00,72.90,3.30,157.20
883,02/03/2022 14:51:26,5,28.3,69,29.0,67,756.7,725.0,3.6,6.1,SSW,22.3,29.0,0.00,0.00,0.00,0.00,0.00
884,02/03/2022 14:52:09,5,28.3,69,29.0,67,756.7,725.0,3.6,6.1,SSW,22.3,29.0,0.00,0.00,72.90,3.30,157.20
885,02/03/2022 14:53:34,5,28.3,69,29.0,67,756.7,725.0,3.6,6.1,SSW,22.3,29.0,0.00,0.00,0.00,0.00,0.00
886,02/03/2022 14:54:59,5,28.3,69,29.0,67,756.7,725.0,3.6,6.1,SSW,22.3,29.0,0.00,0.00,0.00,0.00,0.00
887,02/03/2022 14:55:49,5,28.3,69,29.0,68,756.5,724.8,1.1,2.5,SSW,22.5,29.0,0.00,0.00,72.90,3.30,157.20
888,02/03/2022 14:56:26,5,28.3,69,29.0,68,756.5,724.8,1.1,2.5,SSW,22.5,29.0,0.00,0.00,0.00,0.00,0.00
889,02/03/2022 14:57:09,5,28.3,69,29.0,68,756.5,724.8,1.1,2.5,SSW,22.5,29.0,0.00,0.00,72.90,3.30,157.20
890,02/03/2022 14:58:34,5,28.3,69,29.0,68,756.5,724.8,1.1,2.5,SSW,22.5,29.0,0.00,0.00,0.00,0.00,0.00
891,02/03/2022 14:59:59,5,28.3,69,29.0,68,756.5,724.8,1.1,2.5,SSW,22.5,29.0,0.00,0.00,0.00,0.00,0.00
892,02/03/2022 15:00:49,5,28.3,69,29.0,70,756.5,724.9,2.5,6.1,SSW,23.0,29.0,0.00,0.00,72.90,3.30,157.20
893,02/03/2022 15:01:26,5,28.3,69,29.0,70,756.5,724.9,2.5,6.1,SSW,23.0,29.0,0.00,0.00,0.00,0.00,0.00
894,02/03/2022 15:02:09,5,28.3,69,29.0,70,756.5,724.9,2.5,6.1,SSW,23.0,29.0,0.00,0.00,72.90,3.30,157.20
895,02/03/2022 15:03:34,5,28.3,69,29.0,70,756.5,724.9,2.5,6.1,SSW,23.0,29.0,0.00,0.00,0.00,0.00,0.00
896,02/03/2022 15:04:59,5,28.3,69,29.0,70,756.5,724.9,2.5,6.1,SSW,23.0,29.0,0.00,0.00,0.00,0.00,0.00
897,02/03/2022 15:05:49,5,28.3,69,29.7,66,756.2,724.5,1.1,3.6,SSW,22.7,29.7,0.00,0.00,72.90,3.30,157.20
898,02/03/2022 15:06:26,5,28.3,69,29.7,66,756.2,724.5,1.1,3.6,SSW,22.7,29.7,0.00,0.00,0.00,0.00,0.00
899,02/03/2022 15:07:09,5,28.3,69,29.7,66,756.2,724.5,1.1,3.6,SSW,22.7,29.7,0.00,0.00,72.90,3.30,157.20
900,02/03/2022 15:08:34,5,28.3,69,29.7,66,756.2,724.5,1.1,3.6,SSW,22.7,29.7,0.00,0.00,0.00,0.00,0.00
901,02/03/2022 15:09:59,5,28.3,69,29.7,66,756.2,724.5,1.1,3.6,SSW,22.7,29.7,0.00,0.00,0.00,0.00,0.00
902,02/03/2022 15:10:49,5,28.3,69,29.2,66,756.1,724.4,2.5,6.1,ESE,22.2,29.2,0.00,0.00,72.90,3.30,157.20
903,02/03/2022 15:11:26,5,28.3,69,29.2,66,756.1,724.4,2.5,6.1,ESE,22.2,29.2,0.00,0.00,0.00,0.00,0.00
904,02/03/2022 15:12:09,5,28.3,69,29.2,66,756.1,724.4,2.5,6.1,ESE,22.2,29.2,0.00,0.00,72.90,3.30,157.20
905,02/03/2022 15:13:34,5,28.3,69,29.2,66,756.1,724.4,2.5,6.1,ESE,22.2,29.2,0.00,0.00,0.00,0.00,0.00
906,02/03/2022 15:14:59,5,28.3,69,29.2,66,756.1,724.4,2.5,6.1,ESE,22.2,29.2,0.00,0.00,0.00,0.00,0.00
907,02/03/2022 15:15:49,5,28.3,69,29.3,67,756.3,724.7,2.5,6.1,ESE,22.6,29.3,0.00,0.00,72.90,3.30,157.20
908,02/03/2022 15:16:26,5,28.3,69,29.3,67,756.3,724.7,2.5,6.1,ESE,22.6,29.3,0.00,0.00,0.00,0.00,0.00
909,02/03/2022 15:17:09,5,28.3,69,29.3,67,756.3,724.7,2.5,6.1,ESE,22.6,29.3,0.00,0.00,72.90,3.30,157.20
910,02/03/2022 15:18:34,5,28.3,69,29.3,67,756.3,724.7,2.5,6.1,ESE,22.6,29.3,0.00,0.00,0.00,0.00,0.00
911,02/03/2022 15:19:59,5,28.3,69,29.3,67,756.3,724.7,2.5,6.1,ESE,22.6,29.3,0.00,0.00,0.00,0.00,0.00
912,02/03/2022 15:20:49,5,28.3,68,29.8,65,755.9,724.2,5.0,6.1,ESE,22.5,29.8,0.00,0.00,72.90,3.30,157.20
913,02/03/2022 15:21:26,5,28.3,68,29.8,65,755.9,724.2,5.0,6.1,ESE,22.5,29.8,0.00,0.00,0.00,0.00,0.00
914,02/03/2022 15:22:09,5,28.3,68,29.8,65,755.9,724.2,5.0,6.1,ESE,22.5,29.8,0.00,0.00,72.90,3.30,157.20
915,02/03/2022 15:23:34,5,28.3,68,29.8,65,755.9,724.2,5.0,6.1,ESE,22.5,29.8,0.00,0.00,0.00,0.00,0.00
916,02/03/2022 15:24:59,5,28.3,68,29.8,65,755.9,724.2,5.0,6.1,ESE,22.5,29.8,0.00,0.00,0.00,0.00,0.00
917,02/03/2022 15:25:49,5,28.3,68,30.8,66,755.8,724.1,2.5,3.6,ESE,23.7,30.8,0.00,0.00,72.90,3.30,157.20
918,02/03/2022 15:26:26,5,28.3,68,30.8,66,755.8,724.1,2.5,3.6,ESE,23.7,30.8,0.00,0.00,0.00,0.00,0.00
919,02/03/2022 15:27:09,5,28.3,68,30.8,66,755.8,724.1,2.5,3.6,ESE,23.7,30.8,0.00,0.00,72.90,3.30,157.20
920,02/03/2022 15:28:34,5,28.3,68,30.8,66,755.8,724.1,2.5,3.6,ESE,23.7,30.8,0.00,0.00,0.00,0.00,0.00
921,02/03/2022 15:29:59,5,28.3,68,30.8,66,755.8,724.1,2.5,3.6,ESE,23.7,30.8,0.00,0.00,0.00,0.00,0.00
922,02/03/2022 15:30:49,5,28.3,68,30.4,67,755.9,724.2,2.5,6.1,SE,23.6,30.4,0.00,0.00,72.90,3.30,157.20
923,02/03/2022 15:31:26,5,28.3,68,30.4,67,755.9,724.2,2.5,6.1,SE,23.6,30.4,0.00,0.00,0.00,0.00,0.00
924,02/03/2022 15:32:09,5,28.3,68,30.4,67,755.9,724.2,2.5,6.1,SE,23.6,30.4,0.00,0.00,72.90,3.30,157.20
925,02/03/2022 15:33:34,5,28.3,68,30.4,67,755.9,724.2,2.5,6.1,SE,23.6,30.4,0.00,0.00,0.00,0.00,0.00
926,02/03/2022 15:34:59,5,28.3,68,30.4,67,755.9,724.2,2.5,6.1,SE,23.6,30.4,0.00,0.00,0.00,0.00,0.00
927,02/03/2022 15:35:49,5,28.3,68,30.6,67,756.0,724.4,5.0,7.2,ESE,23.8,30.6,0.00,0.00,72.90,3.30,157.20
928,02/03/2022 15:36:26,5,28.3,68,30.6,67,756.0,724.4,5.0,7.2,ESE,23.8,30.6,0.00,0.00,0.00,0.00,0.00
929,02/03/2022 15:37:09,5,28.3,68,30.6,67,756.0,724.4,5.0,7.2,ESE,23.8,30.6,0.00,0.00,72.90,3.30,157.20
930,02/03/2022 15:38:34,5,28.3,68,30.6,67,756.0,724.4,5.0,7.2,ESE,23.8,30.6,0.00,0.00,0.00,0.00,0.00
931,02/03/2022 15:39:59,5,28.3,68,30.6,67,756.0,724.4,5.0,7.2,ESE,23.8,30.6,0.00,0.00,0.00,0.00,0.00
932,02/03/2022 15:40:49,5,28.3,69,30.1,65,755.9,724.3,3.6,6.1,ESE,22.8,30.1,0.00,0.00,72.90,3.30,157.20
933,02/03/2022 15:41:26,5,28.3,69,30.1,65,755.9,724.3,3.6,6.1,ESE,22.8,30.1,0.00,0.00,0.00,0.00,0.00
934,02/03/2022 15:42:09,5,28.3,69,30.1,65,755.9,724.3,3.6,6.1,ESE,22.8,30.1,0.00,0.00,72.90,3.30,157.20
935,02/03/2022 15:43:34,5,28.3,69,30.1,65,755.9,724.3,3.6,6.1,ESE,22.8,30.1,0.00,0.00,0.00,0.00,0.00
936,02/03/2022 15:44:59,5,28.3,69,30.1,65,755.9,724.3,3.6,6.1,ESE,22.8,30.1,0.00,0.00,0.00,0.00,0.00
937,02/03/2022 15:45:49,5,28.3,68,29.8,65,755.8,724.1,6.1,9.7,SE,22.5,29.8,0.00,0.00,72.90,3.30,157.20
938,02/03/2022 15:46:26,5,28.3,68,29.8,65,755.8,724.1,6.1,9.7,SE,22.5,29.8,0.00,0.00,0.00,0.00,0.00
939,02/03/2022 15:47:09,5,28.3,68,29.8,65,755.8,724.1,6.1,9.7,SE,22.5,29.8,0.00,0.00,72.90,3.30,157.20
940,02/03/2022 15:48:34,5,28.3,68,29.8,65,755.8,724.1,6.1,9.7,SE,22.5,29.8,0.00,0.00,0.00,0.00,0.00
